Subject_ID,Total_PSDs,Mayer_Wave_PSDs,Segments_ID
23,167,128,"[('segment_5', 'Session_01'), ('segment_5', 'Session_02'), ('segment_5', 'Session_05'), ('segment_5', 'Session_06'), ('segment_5', 'Session_10'), ('segment_5', 'Session_11'), ('segment_5', 'Session_20'), ('segment_5', 'Session_22'), ('segment_5', 'Session_32'), ('segment_5', 'Session_35'), ('segment_5', 'Session_40'), ('segment_6', 'Session_01'), ('segment_6', 'Session_02'), ('segment_6', 'Session_09'), ('segment_6', 'Session_10'), ('segment_6', 'Session_13'), ('segment_6', 'Session_20'), ('segment_6', 'Session_21'), ('segment_6', 'Session_22'), ('segment_6', 'Session_24'), ('segment_6', 'Session_33'), ('segment_6', 'Session_47'), ('segment_7', 'Session_01'), ('segment_7', 'Session_04'), ('segment_7', 'Session_05'), ('segment_7', 'Session_06'), ('segment_7', 'Session_10'), ('segment_7', 'Session_20'), ('segment_7', 'Session_22'), ('segment_7', 'Session_35'), ('segment_7', 'Session_40'), ('segment_7', 'Session_47'), ('segment_8', 'Session_01'), ('segment_8', 'Session_11'), ('segment_8', 'Session_20'), ('segment_8', 'Session_21'), ('segment_8', 'Session_35'), ('segment_8', 'Session_47'), ('segment_0', 'Session_02'), ('segment_0', 'Session_05'), ('segment_0', 'Session_06'), ('segment_0', 'Session_07'), ('segment_0', 'Session_09'), ('segment_0', 'Session_13'), ('segment_0', 'Session_22'), ('segment_0', 'Session_32'), ('segment_0', 'Session_33'), ('segment_0', 'Session_39'), ('segment_0', 'Session_40'), ('segment_0', 'Session_43'), ('segment_0', 'Session_45'), ('segment_3', 'Session_02'), ('segment_3', 'Session_05'), ('segment_3', 'Session_06'), ('segment_3', 'Session_11'), ('segment_3', 'Session_21'), ('segment_3', 'Session_22'), ('segment_3', 'Session_32'), ('segment_3', 'Session_35'), ('segment_3', 'Session_39'), ('segment_3', 'Session_40'), ('segment_3', 'Session_47'), ('segment_4', 'Session_02'), ('segment_4', 'Session_06'), ('segment_4', 'Session_10'), ('segment_4', 'Session_11'), ('segment_4', 'Session_22'), ('segment_4', 'Session_28'), ('segment_4', 'Session_35'), ('segment_4', 'Session_40'), ('segment_9', 'Session_02'), ('segment_9', 'Session_04'), ('segment_9', 'Session_11'), ('segment_9', 'Session_12'), ('segment_9', 'Session_13'), ('segment_9', 'Session_18'), ('segment_9', 'Session_20'), ('segment_9', 'Session_21'), ('segment_9', 'Session_22'), ('segment_9', 'Session_32'), ('segment_9', 'Session_47'), ('segment_10', 'Session_12'), ('segment_10', 'Session_15'), ('segment_10', 'Session_20'), ('segment_10', 'Session_32'), ('segment_10', 'Session_35'), ('segment_10', 'Session_39'), ('segment_10', 'Session_42'), ('segment_10', 'Session_45'), ('segment_10', 'Session_47'), ('segment_11', 'Session_02'), ('segment_11', 'Session_06'), ('segment_11', 'Session_12'), ('segment_11', 'Session_20'), ('segment_11', 'Session_32'), ('segment_11', 'Session_35'), ('segment_11', 'Session_39'), ('segment_13', 'Session_05'), ('segment_13', 'Session_06'), ('segment_13', 'Session_07'), ('segment_13', 'Session_20'), ('segment_13', 'Session_22'), ('segment_13', 'Session_29'), ('segment_13', 'Session_35'), ('segment_13', 'Session_39'), ('segment_13', 'Session_42'), ('segment_2', 'Session_04'), ('segment_2', 'Session_05'), ('segment_2', 'Session_06'), ('segment_2', 'Session_07'), ('segment_2', 'Session_11'), ('segment_2', 'Session_21'), ('segment_2', 'Session_22'), ('segment_2', 'Session_35'), ('segment_2', 'Session_39'), ('segment_2', 'Session_40'), ('segment_12', 'Session_11'), ('segment_12', 'Session_32'), ('segment_12', 'Session_35'), ('segment_12', 'Session_42'), ('segment_1', 'Session_05'), ('segment_1', 'Session_06'), ('segment_1', 'Session_21'), ('segment_1', 'Session_22'), ('segment_1', 'Session_35'), ('segment_1', 'Session_39'), ('segment_1', 'Session_40'), ('segment_1', 'Session_45')]"
24,198,91,"[('segment_0', 'Session_03'), ('segment_0', 'Session_04'), ('segment_0', 'Session_10'), ('segment_0', 'Session_14'), ('segment_0', 'Session_31'), ('segment_0', 'Session_34'), ('segment_0', 'Session_35'), ('segment_0', 'Session_38'), ('segment_0', 'Session_39'), ('segment_4', 'Session_00'), ('segment_4', 'Session_01'), ('segment_4', 'Session_14'), ('segment_4', 'Session_22'), ('segment_4', 'Session_31'), ('segment_4', 'Session_40'), ('segment_4', 'Session_45'), ('segment_5', 'Session_05'), ('segment_5', 'Session_22'), ('segment_5', 'Session_31'), ('segment_5', 'Session_35'), ('segment_5', 'Session_39'), ('segment_8', 'Session_00'), ('segment_8', 'Session_04'), ('segment_8', 'Session_06'), ('segment_8', 'Session_31'), ('segment_8', 'Session_42'), ('segment_8', 'Session_44'), ('segment_8', 'Session_49'), ('segment_9', 'Session_07'), ('segment_9', 'Session_11'), ('segment_9', 'Session_26'), ('segment_9', 'Session_35'), ('segment_9', 'Session_45'), ('segment_10', 'Session_00'), ('segment_10', 'Session_35'), ('segment_10', 'Session_39'), ('segment_11', 'Session_15'), ('segment_11', 'Session_24'), ('segment_11', 'Session_34'), ('segment_11', 'Session_41'), ('segment_11', 'Session_45'), ('segment_11', 'Session_49'), ('segment_12', 'Session_01'), ('segment_12', 'Session_03'), ('segment_12', 'Session_11'), ('segment_12', 'Session_14'), ('segment_12', 'Session_15'), ('segment_12', 'Session_22'), ('segment_12', 'Session_27'), ('segment_12', 'Session_30'), ('segment_12', 'Session_31'), ('segment_12', 'Session_32'), ('segment_12', 'Session_39'), ('segment_12', 'Session_44'), ('segment_12', 'Session_45'), ('segment_1', 'Session_03'), ('segment_1', 'Session_06'), ('segment_1', 'Session_14'), ('segment_1', 'Session_35'), ('segment_1', 'Session_39'), ('segment_2', 'Session_03'), ('segment_2', 'Session_07'), ('segment_2', 'Session_14'), ('segment_2', 'Session_19'), ('segment_2', 'Session_22'), ('segment_2', 'Session_30'), ('segment_2', 'Session_31'), ('segment_6', 'Session_03'), ('segment_6', 'Session_06'), ('segment_6', 'Session_07'), ('segment_6', 'Session_22'), ('segment_6', 'Session_35'), ('segment_6', 'Session_42'), ('segment_3', 'Session_06'), ('segment_3', 'Session_07'), ('segment_3', 'Session_14'), ('segment_3', 'Session_22'), ('segment_3', 'Session_27'), ('segment_3', 'Session_30'), ('segment_3', 'Session_31'), ('segment_3', 'Session_35'), ('segment_7', 'Session_06'), ('segment_7', 'Session_07'), ('segment_7', 'Session_31'), ('segment_7', 'Session_32'), ('segment_7', 'Session_39'), ('segment_13', 'Session_05'), ('segment_13', 'Session_13'), ('segment_13', 'Session_14'), ('segment_13', 'Session_15'), ('segment_13', 'Session_45')]"
25,171,57,"[('segment_2', 'Session_04'), ('segment_2', 'Session_48'), ('segment_2', 'Session_49'), ('segment_0', 'Session_09'), ('segment_0', 'Session_10'), ('segment_0', 'Session_25'), ('segment_0', 'Session_26'), ('segment_0', 'Session_30'), ('segment_0', 'Session_44'), ('segment_0', 'Session_48'), ('segment_10', 'Session_10'), ('segment_10', 'Session_31'), ('segment_10', 'Session_33'), ('segment_10', 'Session_40'), ('segment_10', 'Session_45'), ('segment_10', 'Session_49'), ('segment_3', 'Session_27'), ('segment_3', 'Session_33'), ('segment_1', 'Session_43'), ('segment_5', 'Session_09'), ('segment_5', 'Session_11'), ('segment_5', 'Session_22'), ('segment_5', 'Session_39'), ('segment_5', 'Session_48'), ('segment_6', 'Session_12'), ('segment_6', 'Session_18'), ('segment_6', 'Session_35'), ('segment_6', 'Session_39'), ('segment_6', 'Session_44'), ('segment_7', 'Session_33'), ('segment_7', 'Session_39'), ('segment_7', 'Session_49'), ('segment_11', 'Session_09'), ('segment_11', 'Session_22'), ('segment_11', 'Session_23'), ('segment_11', 'Session_40'), ('segment_11', 'Session_49'), ('segment_12', 'Session_11'), ('segment_12', 'Session_23'), ('segment_12', 'Session_36'), ('segment_8', 'Session_09'), ('segment_8', 'Session_10'), ('segment_8', 'Session_36'), ('segment_8', 'Session_47'), ('segment_9', 'Session_09'), ('segment_9', 'Session_21'), ('segment_9', 'Session_22'), ('segment_9', 'Session_31'), ('segment_9', 'Session_36'), ('segment_9', 'Session_39'), ('segment_9', 'Session_49'), ('segment_13', 'Session_09'), ('segment_13', 'Session_29'), ('segment_13', 'Session_40'), ('segment_13', 'Session_48'), ('segment_13', 'Session_49'), ('segment_4', 'Session_27')]"
26,45,29,"[('segment_1', 'Session_00'), ('segment_1', 'Session_39'), ('segment_1', 'Session_46'), ('segment_3', 'Session_00'), ('segment_3', 'Session_39'), ('segment_5', 'Session_00'), ('segment_5', 'Session_03'), ('segment_5', 'Session_14'), ('segment_5', 'Session_39'), ('segment_6', 'Session_00'), ('segment_7', 'Session_00'), ('segment_9', 'Session_00'), ('segment_9', 'Session_21'), ('segment_10', 'Session_00'), ('segment_10', 'Session_02'), ('segment_11', 'Session_00'), ('segment_11', 'Session_02'), ('segment_11', 'Session_15'), ('segment_11', 'Session_21'), ('segment_2', 'Session_03'), ('segment_4', 'Session_03'), ('segment_4', 'Session_14'), ('segment_4', 'Session_15'), ('segment_4', 'Session_39'), ('segment_12', 'Session_15'), ('segment_13', 'Session_03'), ('segment_13', 'Session_14'), ('segment_13', 'Session_21'), ('segment_0', 'Session_15')]"
27,69,5,"[('segment_9', 'Session_12'), ('segment_0', 'Session_05'), ('segment_1', 'Session_05'), ('segment_13', 'Session_21'), ('segment_11', 'Session_06')]"
28,256,90,"[('segment_1', 'Session_03'), ('segment_1', 'Session_17'), ('segment_1', 'Session_18'), ('segment_1', 'Session_21'), ('segment_1', 'Session_24'), ('segment_1', 'Session_30'), ('segment_1', 'Session_31'), ('segment_1', 'Session_35'), ('segment_1', 'Session_46'), ('segment_2', 'Session_02'), ('segment_2', 'Session_07'), ('segment_2', 'Session_21'), ('segment_2', 'Session_29'), ('segment_2', 'Session_30'), ('segment_2', 'Session_35'), ('segment_2', 'Session_38'), ('segment_2', 'Session_47'), ('segment_2', 'Session_49'), ('segment_3', 'Session_03'), ('segment_3', 'Session_06'), ('segment_3', 'Session_09'), ('segment_3', 'Session_17'), ('segment_3', 'Session_19'), ('segment_3', 'Session_28'), ('segment_3', 'Session_29'), ('segment_3', 'Session_30'), ('segment_3', 'Session_38'), ('segment_3', 'Session_46'), ('segment_7', 'Session_22'), ('segment_7', 'Session_29'), ('segment_7', 'Session_36'), ('segment_7', 'Session_39'), ('segment_7', 'Session_42'), ('segment_7', 'Session_43'), ('segment_8', 'Session_11'), ('segment_8', 'Session_14'), ('segment_8', 'Session_16'), ('segment_8', 'Session_27'), ('segment_8', 'Session_47'), ('segment_9', 'Session_18'), ('segment_9', 'Session_24'), ('segment_9', 'Session_29'), ('segment_9', 'Session_37'), ('segment_11', 'Session_07'), ('segment_11', 'Session_18'), ('segment_11', 'Session_19'), ('segment_11', 'Session_22'), ('segment_11', 'Session_28'), ('segment_11', 'Session_32'), ('segment_11', 'Session_42'), ('segment_11', 'Session_47'), ('segment_11', 'Session_49'), ('segment_12', 'Session_15'), ('segment_12', 'Session_19'), ('segment_12', 'Session_32'), ('segment_12', 'Session_45'), ('segment_13', 'Session_07'), ('segment_13', 'Session_29'), ('segment_13', 'Session_47'), ('segment_13', 'Session_48'), ('segment_4', 'Session_09'), ('segment_4', 'Session_13'), ('segment_4', 'Session_15'), ('segment_4', 'Session_22'), ('segment_4', 'Session_29'), ('segment_4', 'Session_45'), ('segment_4', 'Session_48'), ('segment_10', 'Session_05'), ('segment_10', 'Session_18'), ('segment_10', 'Session_28'), ('segment_10', 'Session_37'), ('segment_10', 'Session_42'), ('segment_5', 'Session_08'), ('segment_5', 'Session_15'), ('segment_5', 'Session_22'), ('segment_5', 'Session_37'), ('segment_5', 'Session_42'), ('segment_6', 'Session_06'), ('segment_6', 'Session_29'), ('segment_6', 'Session_42'), ('segment_6', 'Session_46'), ('segment_6', 'Session_47'), ('segment_6', 'Session_48'), ('segment_0', 'Session_06'), ('segment_0', 'Session_12'), ('segment_0', 'Session_27'), ('segment_0', 'Session_28'), ('segment_0', 'Session_30'), ('segment_0', 'Session_32'), ('segment_0', 'Session_39')]"
29,137,125,"[('segment_12', 'Session_02'), ('segment_12', 'Session_03'), ('segment_12', 'Session_20'), ('segment_12', 'Session_27'), ('segment_12', 'Session_34'), ('segment_12', 'Session_35'), ('segment_12', 'Session_39'), ('segment_12', 'Session_41'), ('segment_12', 'Session_45'), ('segment_13', 'Session_02'), ('segment_13', 'Session_03'), ('segment_13', 'Session_04'), ('segment_13', 'Session_05'), ('segment_13', 'Session_14'), ('segment_13', 'Session_20'), ('segment_13', 'Session_27'), ('segment_13', 'Session_45'), ('segment_13', 'Session_48'), ('segment_1', 'Session_03'), ('segment_1', 'Session_06'), ('segment_1', 'Session_13'), ('segment_1', 'Session_15'), ('segment_1', 'Session_27'), ('segment_1', 'Session_29'), ('segment_1', 'Session_30'), ('segment_1', 'Session_38'), ('segment_1', 'Session_39'), ('segment_1', 'Session_43'), ('segment_1', 'Session_44'), ('segment_1', 'Session_47'), ('segment_2', 'Session_03'), ('segment_2', 'Session_11'), ('segment_2', 'Session_13'), ('segment_2', 'Session_15'), ('segment_2', 'Session_20'), ('segment_2', 'Session_27'), ('segment_2', 'Session_28'), ('segment_2', 'Session_30'), ('segment_2', 'Session_36'), ('segment_2', 'Session_39'), ('segment_2', 'Session_44'), ('segment_3', 'Session_03'), ('segment_3', 'Session_11'), ('segment_3', 'Session_13'), ('segment_3', 'Session_19'), ('segment_3', 'Session_20'), ('segment_3', 'Session_27'), ('segment_3', 'Session_33'), ('segment_3', 'Session_44'), ('segment_3', 'Session_45'), ('segment_4', 'Session_03'), ('segment_4', 'Session_20'), ('segment_4', 'Session_21'), ('segment_4', 'Session_35'), ('segment_4', 'Session_38'), ('segment_4', 'Session_44'), ('segment_7', 'Session_03'), ('segment_7', 'Session_08'), ('segment_7', 'Session_13'), ('segment_7', 'Session_21'), ('segment_7', 'Session_27'), ('segment_7', 'Session_29'), ('segment_7', 'Session_30'), ('segment_7', 'Session_34'), ('segment_7', 'Session_35'), ('segment_7', 'Session_44'), ('segment_7', 'Session_47'), ('segment_7', 'Session_48'), ('segment_10', 'Session_03'), ('segment_10', 'Session_09'), ('segment_10', 'Session_13'), ('segment_10', 'Session_20'), ('segment_10', 'Session_27'), ('segment_10', 'Session_29'), ('segment_10', 'Session_34'), ('segment_10', 'Session_41'), ('segment_10', 'Session_44'), ('segment_0', 'Session_06'), ('segment_0', 'Session_07'), ('segment_0', 'Session_08'), ('segment_0', 'Session_15'), ('segment_0', 'Session_28'), ('segment_0', 'Session_39'), ('segment_0', 'Session_44'), ('segment_0', 'Session_46'), ('segment_8', 'Session_07'), ('segment_8', 'Session_14'), ('segment_8', 'Session_21'), ('segment_8', 'Session_27'), ('segment_8', 'Session_29'), ('segment_8', 'Session_30'), ('segment_8', 'Session_33'), ('segment_8', 'Session_34'), ('segment_8', 'Session_41'), ('segment_8', 'Session_48'), ('segment_9', 'Session_07'), ('segment_9', 'Session_14'), ('segment_9', 'Session_27'), ('segment_9', 'Session_29'), ('segment_9', 'Session_33'), ('segment_9', 'Session_34'), ('segment_9', 'Session_43'), ('segment_9', 'Session_44'), ('segment_9', 'Session_45'), ('segment_6', 'Session_08'), ('segment_6', 'Session_11'), ('segment_6', 'Session_22'), ('segment_6', 'Session_29'), ('segment_6', 'Session_30'), ('segment_6', 'Session_34'), ('segment_6', 'Session_47'), ('segment_11', 'Session_10'), ('segment_11', 'Session_29'), ('segment_11', 'Session_34'), ('segment_11', 'Session_35'), ('segment_11', 'Session_39'), ('segment_11', 'Session_41'), ('segment_11', 'Session_45'), ('segment_11', 'Session_46'), ('segment_5', 'Session_11'), ('segment_5', 'Session_27'), ('segment_5', 'Session_29'), ('segment_5', 'Session_30'), ('segment_5', 'Session_34'), ('segment_5', 'Session_43')]"
30,6,2,"[('segment_0', 'Session_27'), ('segment_1', 'Session_27')]"
31,44,6,"[('segment_11', 'Session_14'), ('segment_11', 'Session_39'), ('segment_12', 'Session_15'), ('segment_1', 'Session_15'), ('segment_4', 'Session_23'), ('segment_4', 'Session_37')]"
32,109,70,"[('segment_0', 'Session_08'), ('segment_0', 'Session_41'), ('segment_0', 'Session_42'), ('segment_0', 'Session_46'), ('segment_0', 'Session_47'), ('segment_0', 'Session_48'), ('segment_3', 'Session_21'), ('segment_3', 'Session_35'), ('segment_3', 'Session_40'), ('segment_3', 'Session_41'), ('segment_3', 'Session_47'), ('segment_5', 'Session_03'), ('segment_5', 'Session_06'), ('segment_5', 'Session_21'), ('segment_5', 'Session_27'), ('segment_5', 'Session_40'), ('segment_5', 'Session_41'), ('segment_5', 'Session_47'), ('segment_7', 'Session_03'), ('segment_7', 'Session_27'), ('segment_7', 'Session_35'), ('segment_7', 'Session_47'), ('segment_7', 'Session_48'), ('segment_9', 'Session_07'), ('segment_9', 'Session_12'), ('segment_9', 'Session_40'), ('segment_9', 'Session_48'), ('segment_10', 'Session_03'), ('segment_10', 'Session_12'), ('segment_10', 'Session_13'), ('segment_10', 'Session_35'), ('segment_10', 'Session_39'), ('segment_10', 'Session_40'), ('segment_10', 'Session_42'), ('segment_11', 'Session_03'), ('segment_11', 'Session_13'), ('segment_11', 'Session_27'), ('segment_11', 'Session_41'), ('segment_11', 'Session_42'), ('segment_11', 'Session_44'), ('segment_11', 'Session_45'), ('segment_11', 'Session_46'), ('segment_13', 'Session_13'), ('segment_13', 'Session_47'), ('segment_4', 'Session_41'), ('segment_4', 'Session_44'), ('segment_4', 'Session_46'), ('segment_4', 'Session_47'), ('segment_4', 'Session_48'), ('segment_1', 'Session_41'), ('segment_1', 'Session_44'), ('segment_1', 'Session_46'), ('segment_1', 'Session_47'), ('segment_2', 'Session_21'), ('segment_2', 'Session_27'), ('segment_2', 'Session_47'), ('segment_12', 'Session_21'), ('segment_12', 'Session_40'), ('segment_12', 'Session_42'), ('segment_12', 'Session_47'), ('segment_8', 'Session_12'), ('segment_8', 'Session_13'), ('segment_8', 'Session_21'), ('segment_8', 'Session_41'), ('segment_8', 'Session_44'), ('segment_6', 'Session_14'), ('segment_6', 'Session_21'), ('segment_6', 'Session_27'), ('segment_6', 'Session_35'), ('segment_6', 'Session_40')]"
33,29,7,"[('segment_0', 'Session_03'), ('segment_4', 'Session_17'), ('segment_4', 'Session_22'), ('segment_7', 'Session_03'), ('segment_10', 'Session_17'), ('segment_11', 'Session_17'), ('segment_12', 'Session_22')]"
34,168,66,"[('segment_4', 'Session_00'), ('segment_4', 'Session_08'), ('segment_4', 'Session_22'), ('segment_4', 'Session_36'), ('segment_7', 'Session_09'), ('segment_7', 'Session_19'), ('segment_7', 'Session_22'), ('segment_7', 'Session_32'), ('segment_10', 'Session_02'), ('segment_10', 'Session_18'), ('segment_10', 'Session_20'), ('segment_10', 'Session_32'), ('segment_10', 'Session_45'), ('segment_11', 'Session_02'), ('segment_11', 'Session_05'), ('segment_11', 'Session_17'), ('segment_11', 'Session_19'), ('segment_11', 'Session_26'), ('segment_11', 'Session_35'), ('segment_11', 'Session_44'), ('segment_11', 'Session_47'), ('segment_12', 'Session_26'), ('segment_0', 'Session_05'), ('segment_0', 'Session_17'), ('segment_0', 'Session_20'), ('segment_0', 'Session_26'), ('segment_0', 'Session_28'), ('segment_0', 'Session_32'), ('segment_0', 'Session_33'), ('segment_1', 'Session_05'), ('segment_1', 'Session_12'), ('segment_1', 'Session_17'), ('segment_1', 'Session_21'), ('segment_2', 'Session_05'), ('segment_2', 'Session_07'), ('segment_2', 'Session_17'), ('segment_2', 'Session_20'), ('segment_2', 'Session_22'), ('segment_2', 'Session_32'), ('segment_2', 'Session_36'), ('segment_2', 'Session_47'), ('segment_2', 'Session_48'), ('segment_5', 'Session_05'), ('segment_5', 'Session_17'), ('segment_5', 'Session_19'), ('segment_5', 'Session_20'), ('segment_5', 'Session_33'), ('segment_5', 'Session_49'), ('segment_6', 'Session_14'), ('segment_6', 'Session_21'), ('segment_6', 'Session_48'), ('segment_8', 'Session_15'), ('segment_8', 'Session_17'), ('segment_8', 'Session_20'), ('segment_13', 'Session_05'), ('segment_13', 'Session_12'), ('segment_13', 'Session_15'), ('segment_3', 'Session_07'), ('segment_3', 'Session_09'), ('segment_3', 'Session_17'), ('segment_3', 'Session_20'), ('segment_3', 'Session_22'), ('segment_3', 'Session_32'), ('segment_3', 'Session_33'), ('segment_9', 'Session_32'), ('segment_9', 'Session_48')]"
35,364,61,"[('segment_3', 'Session_25'), ('segment_3', 'Session_43'), ('segment_5', 'Session_19'), ('segment_5', 'Session_41'), ('segment_5', 'Session_42'), ('segment_5', 'Session_43'), ('segment_5', 'Session_44'), ('segment_7', 'Session_17'), ('segment_7', 'Session_25'), ('segment_7', 'Session_27'), ('segment_7', 'Session_40'), ('segment_7', 'Session_43'), ('segment_8', 'Session_08'), ('segment_8', 'Session_09'), ('segment_8', 'Session_19'), ('segment_8', 'Session_29'), ('segment_8', 'Session_32'), ('segment_8', 'Session_40'), ('segment_9', 'Session_13'), ('segment_9', 'Session_29'), ('segment_9', 'Session_45'), ('segment_9', 'Session_47'), ('segment_10', 'Session_06'), ('segment_10', 'Session_08'), ('segment_10', 'Session_13'), ('segment_10', 'Session_20'), ('segment_10', 'Session_27'), ('segment_10', 'Session_47'), ('segment_11', 'Session_00'), ('segment_11', 'Session_14'), ('segment_11', 'Session_21'), ('segment_11', 'Session_37'), ('segment_1', 'Session_10'), ('segment_1', 'Session_42'), ('segment_2', 'Session_08'), ('segment_2', 'Session_12'), ('segment_2', 'Session_19'), ('segment_2', 'Session_25'), ('segment_4', 'Session_09'), ('segment_4', 'Session_10'), ('segment_4', 'Session_16'), ('segment_4', 'Session_18'), ('segment_4', 'Session_42'), ('segment_4', 'Session_47'), ('segment_6', 'Session_09'), ('segment_6', 'Session_40'), ('segment_6', 'Session_45'), ('segment_6', 'Session_48'), ('segment_12', 'Session_05'), ('segment_12', 'Session_11'), ('segment_12', 'Session_14'), ('segment_12', 'Session_27'), ('segment_12', 'Session_41'), ('segment_12', 'Session_43'), ('segment_13', 'Session_14'), ('segment_13', 'Session_25'), ('segment_13', 'Session_28'), ('segment_13', 'Session_36'), ('segment_13', 'Session_47'), ('segment_0', 'Session_12'), ('segment_0', 'Session_20')]"
36,307,174,"[('segment_0', 'Session_01'), ('segment_0', 'Session_05'), ('segment_0', 'Session_06'), ('segment_0', 'Session_11'), ('segment_0', 'Session_16'), ('segment_0', 'Session_17'), ('segment_0', 'Session_22'), ('segment_0', 'Session_30'), ('segment_0', 'Session_39'), ('segment_0', 'Session_40'), ('segment_1', 'Session_01'), ('segment_1', 'Session_08'), ('segment_1', 'Session_11'), ('segment_1', 'Session_14'), ('segment_1', 'Session_17'), ('segment_1', 'Session_21'), ('segment_1', 'Session_22'), ('segment_1', 'Session_25'), ('segment_1', 'Session_40'), ('segment_1', 'Session_49'), ('segment_8', 'Session_04'), ('segment_8', 'Session_07'), ('segment_8', 'Session_09'), ('segment_8', 'Session_15'), ('segment_8', 'Session_17'), ('segment_8', 'Session_25'), ('segment_8', 'Session_31'), ('segment_8', 'Session_33'), ('segment_8', 'Session_35'), ('segment_8', 'Session_41'), ('segment_8', 'Session_42'), ('segment_8', 'Session_45'), ('segment_8', 'Session_46'), ('segment_8', 'Session_49'), ('segment_6', 'Session_02'), ('segment_6', 'Session_05'), ('segment_6', 'Session_06'), ('segment_6', 'Session_09'), ('segment_6', 'Session_16'), ('segment_6', 'Session_21'), ('segment_6', 'Session_25'), ('segment_6', 'Session_30'), ('segment_6', 'Session_31'), ('segment_6', 'Session_35'), ('segment_6', 'Session_36'), ('segment_6', 'Session_40'), ('segment_6', 'Session_41'), ('segment_6', 'Session_42'), ('segment_6', 'Session_44'), ('segment_6', 'Session_45'), ('segment_6', 'Session_49'), ('segment_13', 'Session_06'), ('segment_13', 'Session_11'), ('segment_13', 'Session_13'), ('segment_13', 'Session_14'), ('segment_13', 'Session_15'), ('segment_13', 'Session_18'), ('segment_13', 'Session_21'), ('segment_13', 'Session_22'), ('segment_13', 'Session_36'), ('segment_13', 'Session_39'), ('segment_13', 'Session_41'), ('segment_13', 'Session_42'), ('segment_2', 'Session_14'), ('segment_2', 'Session_15'), ('segment_2', 'Session_16'), ('segment_2', 'Session_18'), ('segment_2', 'Session_24'), ('segment_2', 'Session_32'), ('segment_2', 'Session_37'), ('segment_2', 'Session_40'), ('segment_2', 'Session_44'), ('segment_2', 'Session_47'), ('segment_2', 'Session_48'), ('segment_2', 'Session_49'), ('segment_9', 'Session_06'), ('segment_9', 'Session_11'), ('segment_9', 'Session_14'), ('segment_9', 'Session_15'), ('segment_9', 'Session_16'), ('segment_9', 'Session_21'), ('segment_9', 'Session_25'), ('segment_9', 'Session_35'), ('segment_9', 'Session_36'), ('segment_9', 'Session_37'), ('segment_9', 'Session_40'), ('segment_9', 'Session_42'), ('segment_9', 'Session_47'), ('segment_9', 'Session_49'), ('segment_10', 'Session_04'), ('segment_10', 'Session_06'), ('segment_10', 'Session_08'), ('segment_10', 'Session_09'), ('segment_10', 'Session_14'), ('segment_10', 'Session_15'), ('segment_10', 'Session_34'), ('segment_10', 'Session_36'), ('segment_10', 'Session_38'), ('segment_10', 'Session_40'), ('segment_10', 'Session_41'), ('segment_10', 'Session_45'), ('segment_11', 'Session_06'), ('segment_11', 'Session_07'), ('segment_11', 'Session_14'), ('segment_11', 'Session_16'), ('segment_11', 'Session_17'), ('segment_11', 'Session_18'), ('segment_11', 'Session_21'), ('segment_11', 'Session_22'), ('segment_11', 'Session_23'), ('segment_11', 'Session_32'), ('segment_11', 'Session_36'), ('segment_11', 'Session_37'), ('segment_11', 'Session_39'), ('segment_3', 'Session_06'), ('segment_3', 'Session_08'), ('segment_3', 'Session_14'), ('segment_3', 'Session_15'), ('segment_3', 'Session_16'), ('segment_3', 'Session_17'), ('segment_3', 'Session_35'), ('segment_3', 'Session_36'), ('segment_3', 'Session_37'), ('segment_3', 'Session_39'), ('segment_3', 'Session_46'), ('segment_3', 'Session_47'), ('segment_3', 'Session_49'), ('segment_12', 'Session_06'), ('segment_12', 'Session_07'), ('segment_12', 'Session_11'), ('segment_12', 'Session_13'), ('segment_12', 'Session_14'), ('segment_12', 'Session_21'), ('segment_12', 'Session_22'), ('segment_12', 'Session_25'), ('segment_12', 'Session_34'), ('segment_12', 'Session_35'), ('segment_12', 'Session_40'), ('segment_12', 'Session_41'), ('segment_12', 'Session_42'), ('segment_5', 'Session_07'), ('segment_5', 'Session_15'), ('segment_5', 'Session_16'), ('segment_5', 'Session_20'), ('segment_5', 'Session_21'), ('segment_5', 'Session_24'), ('segment_5', 'Session_25'), ('segment_5', 'Session_32'), ('segment_5', 'Session_35'), ('segment_5', 'Session_36'), ('segment_5', 'Session_41'), ('segment_5', 'Session_49'), ('segment_7', 'Session_07'), ('segment_7', 'Session_13'), ('segment_7', 'Session_14'), ('segment_7', 'Session_19'), ('segment_7', 'Session_22'), ('segment_7', 'Session_26'), ('segment_7', 'Session_32'), ('segment_7', 'Session_36'), ('segment_7', 'Session_45'), ('segment_7', 'Session_49'), ('segment_4', 'Session_08'), ('segment_4', 'Session_13'), ('segment_4', 'Session_14'), ('segment_4', 'Session_15'), ('segment_4', 'Session_16'), ('segment_4', 'Session_17'), ('segment_4', 'Session_22'), ('segment_4', 'Session_32'), ('segment_4', 'Session_35'), ('segment_4', 'Session_37'), ('segment_4', 'Session_45'), ('segment_4', 'Session_46')]"
37,0,0,[]
